"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerClubComparatorJaccard record1Value","[1] PlayerClubComparatorJaccard record2Value","[1] PlayerClubComparatorJaccard record1PreprocessedValue","[1] PlayerClubComparatorJaccard record2PreprocessedValue","[1] PlayerClubComparatorJaccard similarity","[1] PlayerClubComparatorJaccard postproccesedSimilarity","[2] PlayerNationalityComparatorJaccard record1Value","[2] PlayerNationalityComparatorJaccard record2Value","[2] PlayerNationalityComparatorJaccard record1PreprocessedValue","[2] PlayerNationalityComparatorJaccard record2PreprocessedValue","[2] PlayerNationalityComparatorJaccard similarity","[2] PlayerNationalityComparatorJaccard postproccesedSimilarity","[3] PlayerContractExpComparatorEqual record1Value","[3] PlayerContractExpComparatorEqual record2Value","[3] PlayerContractExpComparatorEqual record1PreprocessedValue","[3] PlayerContractExpComparatorEqual record2PreprocessedValue","[3] PlayerContractExpComparatorEqual similarity","[3] PlayerContractExpComparatorEqual postproccesedSimilarity","[4] PlayerPositionComparatorJaccard record1Value","[4] PlayerPositionComparatorJaccard record2Value","[4] PlayerPositionComparatorJaccard record1PreprocessedValue","[4] PlayerPositionComparatorJaccard record2PreprocessedValue","[4] PlayerPositionComparatorJaccard similarity","[4] PlayerPositionComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","prediction_1117","238980","0.8807970779778825",,"Manuel Gulde","L. Daschner","Manuel Gulde","L. Daschner","0.0","0.0","SCFreiburg","MSV Duisburg","SCFreiburg","MSV Duisburg","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2022","2020","2022","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1995","216237","0.8807970779778825",,"Valentin Eysseric","K. Azamoum","Valentin Eysseric","K. Azamoum","0.0","0.0","FCNantes","Cádiz CF","FCNantes","Cádiz CF","0.0","0.0","France","France","France","France","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_10317","228596","0.8807970779778825",,"Myrto Uzuni","E. Kaja","Myrto Uzuni","E. Kaja","0.0","0.0","NKLokomotiva","Livingston FC","NKLokomotiva","Livingston FC","0.0","0.0","Albania","Albania","Albania","Albania","1.0","1.0","2022","0001","2022","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7349","230623","0.8807970779778825",,"Caner Erkin","S. Bakış","Caner Erkin","S. Bakış","0.0","0.0","Besiktas","FC Admira Wacker Mödling","Besiktas","FC Admira Wacker Mödling","0.0","0.0","Turkey","Turkey","Turkey","Turkey","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1910","240057","0.8807970779778825",,"Anthony Briancon","C. Mandouki","Anthony Briancon","C. Mandouki","0.0","0.0","NîmesOlympique","Paris FC","NîmesOlympique","Paris FC","0.0","0.0","France","France","France","France","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_626","188567","0.8807970779778825","1","Pierre0Emerick Aubameyang","P. Aubameyang","Pierre0Emerick Aubameyang","P. Aubameyang","0.45","0.45","Arsenal","Arsenal","Arsenal","Arsenal","1.0","1.0","Gabon","Gabon","Gabon","Gabon","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_8959","230855","0.8807970779778825",,"Axel Borgmann","H. Wahl","Axel Borgmann","H. Wahl","0.0","0.0","VVV0Venlo","Holstein Kiel","VVV0Venlo","Holstein Kiel","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8491","184845","0.8807970779778825",,"RuanTeles","Wellington","RuanTeles","Wellington","0.0","0.0","Marítimo","Vissel Kobe","Marítimo","Vissel Kobe","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","1582","2019","1582","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1825","49488","0.8807970779778825",,"Théo Pellenard","E. Didot","Théo Pellenard","E. Didot","0.0","0.0","SCOAngers","En Avant de Guingamp","SCOAngers","En Avant de Guingamp","0.0","0.0","France","France","France","France","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8644","230515","0.8807970779778825",,"JoãoCarlos","Vagnão Junior","JoãoCarlos","Vagnão Junior","0.0","0.0","Portimonense","Ceará Sporting Club","Portimonense","Ceará Sporting Club","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8399","246098","0.8807970779778825",,"Éder Militão","Vítor Tormena","Éder Militão","Vítor Tormena","0.0","0.0","FCPorto","Portimonense SC","FCPorto","Portimonense SC","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2023","2019","2023","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_457","243744","0.8807970779778825",,"André Schürrle","P. Gehrmann","André Schürrle","P. Gehrmann","0.0","0.0","Fulham","FC Energie Cottbus","Fulham","FC Energie Cottbus","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_2131","232695","0.8807970779778825",,"Lucas Ocampos","F. Sbuttoni","Lucas Ocampos","F. Sbuttoni","0.0","0.0","Marseille","Atlético Tucumán","Marseille","Atlético Tucumán","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9960","240361","0.8807970779778825",,"Federico Ceccherini","I. De Santis","Federico Ceccherini","I. De Santis","0.0","0.0","Fiorentina","Ascoli","Fiorentina","Ascoli","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2022","2020","2022","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2849","234473","0.8807970779778825",,"Mikkel Pedersen","D. Tshiembe","Mikkel Pedersen","D. Tshiembe","0.0","0.0","HobroIK","Hamilton Academical FC","HobroIK","Hamilton Academical FC","0.0","0.0","Denmark","Denmark","Denmark","Denmark","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2849","234472","0.8807970779778825",,"Mikkel Pedersen","M. Sorensen","Mikkel Pedersen","M. Sorensen","0.05555555555555555","0.05555555555555555","HobroIK","Brentford","HobroIK","Brentford","0.0","0.0","Denmark","Denmark","Denmark","Denmark","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9514","215569","0.8807970779778825",,"Mario Gaspar","Unai García","Mario Gaspar","Unai García","0.0625","0.0625","Villarreal","CA Osasuna","Villarreal","CA Osasuna","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2023","2020","2023","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3544","198150","0.8807970779778825",,"Jesús Imaz","Guerrero","Jesús Imaz","Guerrero","0.0","0.0","Jagiellonia","Olympiacos CFP","Jagiellonia","Olympiacos CFP","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2022","2021","2022","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2033","245356",,"0","Kenny Lala","F. Darisi","Kenny Lala","F. Darisi","0.0","0.0","R.Strasbourg","Al Ahli","R.Strasbourg","Al Ahli","0.0","0.0","France","Saudi Arabia","France","Saudi Arabia","0.0","0.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_1562","19410","0.8807970779778825",,"Matt Derbyshire","A. Revell","Matt Derbyshire","A. Revell","0.0","0.0","OmoniaNikosia","Stevenage","OmoniaNikosia","Stevenage","0.0","0.0","England","England","England","England","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2176","231263","0.8807970779778825",,"Mapou Yanga0Mbiwa","J. Gélin","Mapou Yanga0Mbiwa","J. Gélin","0.0","0.0","OlympiqueLyon","Stade Rennais FC","OlympiqueLyon","Stade Rennais FC","0.0","0.0","France","France","France","France","1.0","1.0","2020","2022","2020","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8393","207835","0.8807970779778825",,"JoãoPedro","Ademilson","JoãoPedro","Ademilson","0.0","0.0","FCPorto","Gamba Osaka","FCPorto","Gamba Osaka","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2023","2022","2023","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1225","182844","0.8807970779778825",,"David Kopacz","R. Grzyb","David Kopacz","R. Grzyb","0.0","0.0","VfBStuttgart","Jagiellonia Białystok","VfBStuttgart","Jagiellonia Białystok","0.0","0.0","Poland","Poland","Poland","Poland","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9344","146636","0.8807970779778825",,"Gorka Elustondo","José Juan","Gorka Elustondo","José Juan","0.0","0.0","RayoVallecano","Elche CF","RayoVallecano","Elche CF","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_3136","203965","0.8807970779778825",,"Jeppe Svenningsen","V. Fischer","Jeppe Svenningsen","V. Fischer","0.0","0.0","VendsysselFF","FC København","VendsysselFF","FC København","0.0","0.0","Denmark","Denmark","Denmark","Denmark","1.0","1.0","2021","2022","2021","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2013","215245","0.8807970779778825",,"Alexandre Olliero","A. Hunou","Alexandre Olliero","A. Hunou","0.0","0.0","FCNantes","Stade Rennais FC","FCNantes","Stade Rennais FC","0.0","0.0","France","France","France","France","1.0","1.0","1582","2020","1582","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8152","234857","0.8807970779778825",,"Andrey Eshchenko","I. Oblyakov","Andrey Eshchenko","I. Oblyakov","0.0","0.0","SpartakMoscow","PFC CSKA Moscow","SpartakMoscow","PFC CSKA Moscow","0.0","0.0","Russia","Russia","Russia","Russia","1.0","1.0","2019","2023","2019","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_627","214765","0.8807970779778825",,"Sergio Romero","M. Herrera","Sergio Romero","M. Herrera","0.0","0.0","ManUtd","Club Atlético Lanús","ManUtd","Club Atlético Lanús","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2021","2023","2021","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3788","237363","0.8807970779778825",,"Elias Andersson","J. Andersson","Elias Andersson","J. Andersson","0.6666666666666666","0.6666666666666666","Sirius","Djurgårdens IF","Sirius","Djurgårdens IF","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3558","244532","0.8807970779778825",,"Michal Ozga","P. Kucharczyk","Michal Ozga","P. Kucharczyk","0.0625","0.0625","Jagiellonia","Śląsk Wrocław","Jagiellonia","Śląsk Wrocław","0.0","0.0","Poland","Poland","Poland","Poland","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_310","194727","0.8807970779778825",,"Chris Löwe","D. Contento","Chris Löwe","D. Contento","0.0","0.0","Huddersfield","Fortuna Düsseldorf","Huddersfield","Fortuna Düsseldorf","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_6127","223429","0.8807970779778825",,"Fabian Koch","D. Luxbacher","Fabian Koch","D. Luxbacher","0.0","0.0","SturmGraz","SKN St. Pölten","SturmGraz","SKN St. Pölten","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_283","229615","0.8807970779778825",,"Matthew Lowton","J. Heaton","Matthew Lowton","J. Heaton","0.06666666666666667","0.06666666666666667","Burnley","St. Mirren","Burnley","St. Mirren","0.0","0.0","England","England","England","England","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_6040","213407","0.8807970779778825",,"Jon Flanagan","M. Macey","Jon Flanagan","M. Macey","0.0","0.0","Rangers","Plymouth Argyle","Rangers","Plymouth Argyle","0.0","0.0","England","England","England","England","1.0","1.0","2020","0001","2020","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2087","244477","0.8807970779778825",,"Jérémy Pied","A. Adouyev","Jérémy Pied","A. Adouyev","0.0","0.0","LOSCLille","Montpellier HSC","LOSCLille","Montpellier HSC","0.0","0.0","France","France","France","France","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1756","240729","0.8807970779778825",,"Mathieu Bodmer","L. Rajot","Mathieu Bodmer","L. Rajot","0.0","0.0","SCAmiens","Clermont Foot 63","SCAmiens","Clermont Foot 63","0.0","0.0","France","France","France","France","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_5396","245853","0.8807970779778825",,"Yassin Fortune","M. Panos","Yassin Fortune","M. Panos","0.0","0.0","FCSion","AS Saint-Étienne","FCSion","AS Saint-Étienne","0.0","0.0","France","France","France","France","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_5867","245476",,"0","Kyrylo Kovalets","Mello","Kyrylo Kovalets","Mello","0.0","0.0","FKOleksandria","Zagłębie Sosnowiec","FKOleksandria","Zagłębie Sosnowiec","0.0","0.0","Ukraine","Brazil","Ukraine","Brazil","0.0","0.0","1582","2020","1582","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9785","201914","0.8807970779778825",,"Nicolò Barella","M. Camporese","Nicolò Barella","M. Camporese","0.0","0.0","CagliariCalcio","Foggia","CagliariCalcio","Foggia","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_392","203139","0.8807970779778825",,"Andrew Surman","A. Stewart","Andrew Surman","A. Stewart","0.0","0.0","Bournemouth","Wycombe Wanderers","Bournemouth","Wycombe Wanderers","0.0","0.0","England","England","England","England","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9445","244675","0.8807970779778825",,"Antonio Barragán","Sancet","Antonio Barragán","Sancet","0.0","0.0","RealBetis","Athletic Club de Bilbao","RealBetis","Athletic Club de Bilbao","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2020","2022","2020","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_4309","190579","0.8807970779778825",,"Soufiane Dramé","Y. Andreu","Soufiane Dramé","Y. Andreu","0.0","0.0","MFKKarvina","Angers SCO","MFKKarvina","Angers SCO","0.0","0.0","France","France","France","France","1.0","1.0","1582","2019","1582","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9989","236668",,"0","Rafael","G. Rojas","Rafael","G. Rojas","0.0","0.0","Sampdoria","San Lorenzo de Almagro","Sampdoria","San Lorenzo de Almagro","0.0","0.0","Brazil","Argentina","Brazil","Argentina","0.0","0.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7272","230561","0.8807970779778825",,"Glynor Plet","J. Grot","Glynor Plet","J. Grot","0.0","0.0","Alanyaspor","VVV-Venlo","Alanyaspor","VVV-Venlo","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2019","0001","2019","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9068","224433","0.8807970779778825",,"Lukas Görtler","K. Burger","Lukas Görtler","K. Burger","0.0","0.0","FCUtrecht","SG Sonnenhof Großaspach","FCUtrecht","SG Sonnenhof Großaspach","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9470","205590","0.8807970779778825",,"Óscar deMarcos","Luís Hernández","Óscar deMarcos","Luís Hernández","0.0","0.0","Athletic","Málaga CF","Athletic","Málaga CF","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6382","242908","0.8807970779778825",,"Olly Lee","J. Clarke","Olly Lee","J. Clarke","0.0","0.0","HeartofMidl.","Leeds United","HeartofMidl.","Leeds United","0.0","0.0","England","England","England","England","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9710","202474","0.8807970779778825",,"Nélson Semedo","Aníbal Capela","Nélson Semedo","Aníbal Capela","0.0","0.0","FCBarcelona","Cosenza","FCBarcelona","Cosenza","0.0","0.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0","2022","2020","2022","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1102","244069","0.12768674607438613",,"Brandon Borrello","M. Schragl","Brandon Borrello","M. Schragl","0.0","0.0","SCFreiburg","Karlsruher SC","SCFreiburg","Karlsruher SC","0.0","0.0","Australia","Austria","Australia","Austria","0.0","0.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7390","167812","0.8807970779778825",,"Yusuf Yazici","S. Kaya","Yusuf Yazici","S. Kaya","0.0","0.0","Trabzonspor","Sparta Praha","Trabzonspor","Sparta Praha","0.0","0.0","Turkey","Turkey","Turkey","Turkey","1.0","1.0","2022","2020","2022","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_500","243816","0.8807970779778825",,"Julián Speroni","E. Iñíguez","Julián Speroni","E. Iñíguez","0.0","0.0","CrystalPalace","Club Atlético Aldosivi","CrystalPalace","Club Atlético Aldosivi","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7141","230431","0.8807970779778825",,"Allano Lima","Sidney Pessinho","Allano Lima","Sidney Pessinho","0.0","0.0","Bursaspor","Internacional","Bursaspor","Internacional","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3680","156683","0.8807970779778825",,"Filip Sachpekidis","S. Holmén","Filip Sachpekidis","S. Holmén","0.0","0.0","KalmarFF","IF Elfsborg","KalmarFF","IF Elfsborg","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8937","168585","0.8807970779778825",,"Wessel Dammers","R. Vlaar","Wessel Dammers","R. Vlaar","0.0","0.0","FortunaSittard","AZ Alkmaar","FortunaSittard","AZ Alkmaar","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9208","188128","0.8807970779778825",,"Xabier Etxeita","Manu Barreiro","Xabier Etxeita","Manu Barreiro","0.0","0.0","SDHuesca","Gimnàstic de Tarragona","SDHuesca","Gimnàstic de Tarragona","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_1222","244188","0.8807970779778825",,"Alexander Esswein","S. Abifade","Alexander Esswein","S. Abifade","0.0","0.0","VfBStuttgart","Eintracht Braunschweig","VfBStuttgart","Eintracht Braunschweig","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1009","205712","0.8807970779778825",,"MiguelVítor","Bruno Andrade","MiguelVítor","Bruno Andrade","0.0","0.0","H.BeerSheva","Lincoln City","H.BeerSheva","Lincoln City","0.0","0.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8361","246060","0.8807970779778825",,"Stef Gronsveld","J. Abbel","Stef Gronsveld","J. Abbel","0.0","0.0","FCEmmen","Willem II","FCEmmen","Willem II","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_347","233703","0.8807970779778825",,"Étienne Capoue","Z. Grich","Étienne Capoue","Z. Grich","0.0","0.0","Watford","Chamois Niortais Football Club","Watford","Chamois Niortais Football Club","0.0","0.0","France","France","France","France","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1167","227647","0.8807970779778825",,"Jean0Manuel Mbom","M. Mittelstädt","Jean0Manuel Mbom","M. Mittelstädt","0.0","0.0","WerderBremen","Hertha BSC","WerderBremen","Hertha BSC","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_954","190545","0.8807970779778825",,"Tim Leibold","C. Dorda","Tim Leibold","C. Dorda","0.0","0.0","1.FCNuremberg","KFC Uerdingen 05","1.FCNuremberg","KFC Uerdingen 05","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9290","193747","0.8807970779778825","1","Koke","Koke","Koke","Koke","1.0","1.0","Levante","Atlético Madrid","Levante","Atlético Madrid","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_5449","209332","0.8807970779778825",,"Hervé Epitaux","M. Salvi","Hervé Epitaux","M. Salvi","0.0","0.0","FCSion","FC Luzern","FCSion","FC Luzern","0.0","0.0","Switzerland","Switzerland","Switzerland","Switzerland","1.0","1.0","2020","0001","2020","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3688","244668","0.8807970779778825",,"Herman Hallberg","H. Brkic","Herman Hallberg","H. Brkic","0.0","0.0","KalmarFF","Trelleborgs FF","KalmarFF","Trelleborgs FF","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9468","194329","0.8807970779778825",,"Mikel SanJosé","Javi Ros","Mikel SanJosé","Javi Ros","0.0","0.0","Athletic","Real Zaragoza","Athletic","Real Zaragoza","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_252","177644",,"0","Marios Poutziouris","Kiko Casilla","Marios Poutziouris","Kiko Casilla","0.0","0.0","ErmisAradippou","Real Madrid","ErmisAradippou","Real Madrid","0.0","0.0","Cyprus","Spain","Cyprus","Spain","0.0","0.0","1582","2020","1582","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_5359","239882","0.8807970779778825",,"Hakeem Odofin","J. Tibbetts","Hakeem Odofin","J. Tibbetts","0.0","0.0","LivingstonFC","Peterborough United","LivingstonFC","Peterborough United","0.0","0.0","England","England","England","England","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9648","207471","0.8807970779778825","1","Franco Vázquez","F. Vázquez","Franco Vázquez","F. Vázquez","0.5454545454545454","0.5454545454545454","SevillaFC","Sevilla FC","SevillaFC","Sevilla FC","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_961","235407","0.8807970779778825",,"Fabian Bredlow","S. Özcan","Fabian Bredlow","S. Özcan","0.0","0.0","1.FCNuremberg","1. FC Köln","1.FCNuremberg","1. FC Köln","0.25","0.25","Germany","Germany","Germany","Germany","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9759","246039","0.8807970779778825",,"Angeliño","Jorge Mier","Angeliño","Jorge Mier","0.0","0.0","PSVEindhoven","Real Oviedo","PSVEindhoven","Real Oviedo","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2023","2019","2023","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7637","226024","0.8807970779778825",,"Ezequiel Ponce","M. Romero","Ezequiel Ponce","M. Romero","0.0","0.0","AEKAthens","Argentinos Juniors","AEKAthens","Argentinos Juniors","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2019","2023","2019","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6942","232706","0.8807970779778825",,"Takahiro Sekine","M. Fujita","Takahiro Sekine","M. Fujita","0.0","0.0","Sint0Truiden","Sagan Tosu","Sint0Truiden","Sagan Tosu","0.0","0.0","Japan","Japan","Japan","Japan","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_10087","231478","0.8807970779778825","1","Lautaro Martínez","L. Martínez","Lautaro Martínez","L. Martínez","0.5384615384615384","0.5384615384615384","Inter","Inter","Inter","Inter","1.0","1.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2023","2023","2023","2023","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_10014","195272","0.8807970779778825",,"Enrico Brignola","M. Faraoni","Enrico Brignola","M. Faraoni","0.0","0.0","Sassuolo","Crotone","Sassuolo","Crotone","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2023","2020","2023","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9661","204320","0.8807970779778825",,"Joris Gnagnon","X. Mercier","Joris Gnagnon","X. Mercier","0.0","0.0","SevillaFC","KSV Cercle Brugge","SevillaFC","KSV Cercle Brugge","0.0","0.0","France","France","France","France","1.0","1.0","2023","2020","2023","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7332","240550","0.8807970779778825",,"Ismail Cipe","O. Güçtekin","Ismail Cipe","O. Güçtekin","0.0","0.0","Galatasaray","Fenerbahçe SK","Galatasaray","Fenerbahçe SK","0.0","0.0","Turkey","Turkey","Turkey","Turkey","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1211","244176","0.8807970779778825",,"Leo Weinkauf","D. Undav","Leo Weinkauf","D. Undav","0.0","0.0","Hannover96","SV Meppen","Hannover96","SV Meppen","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9429","241283","0.8807970779778825",,"Diego Llorente","Luis Díaz","Diego Llorente","Luis Díaz","0.0","0.0","RealSociedad","CD Lugo","RealSociedad","CD Lugo","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6270","199813","0.8807970779778825",,"Fabian Schubert","G. Trauner","Fabian Schubert","G. Trauner","0.0","0.0","TSVHartberg","LASK Linz","TSVHartberg","LASK Linz","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7697","214094",,"0","Vasilios Barkas","C. Arias","Vasilios Barkas","C. Arias","0.0","0.0","AEKAthens","Alianza Petrolera","AEKAthens","Alianza Petrolera","0.0","0.0","Greece","Colombia","Greece","Colombia","0.0","0.0","2022","2020","2022","2020","0.0","0.0",,,,,,
