real_1344,158023,TRUE
real_1941,20801,TRUE
real_2641,190871,TRUE
real_2645,164240,TRUE
real_2652,138110,TRUE
real_2872,177003,TRUE
real_2877,201535,TRUE
real_3427,205632,TRUE
real_2642,198950,TRUE
real_2644,206652,TRUE
real_2850,198141,TRUE
real_1346,192448,TRUE
real_2289,193080,TRUE
real_2879,155862,TRUE
real_2880,192119,TRUE
real_2881,182521,TRUE
real_2299,231677,TRUE
real_2301,191202,TRUE
real_2302,195864,TRUE
real_2304,237238,TRUE
real_2307,221660,TRUE
real_1337,220440,TRUE
real_1338,228702,TRUE
real_1348,227928,TRUE
real_1351,205600,TRUE
real_1352,199564,TRUE
real_2294,207494,TRUE
real_1959,211110,TRUE
real_1947,1179,TRUE
real_457,193747,TRUE
real_531,167495,TRUE
real_535,209454,TRUE
real_2077,192387,TRUE
real_925,192629,TRUE
real_2268,230666,TRUE
real_1332,194765,TRUE
real_2868,198710,TRUE
real_2869,165153,TRUE
real_2873,180334,TRUE
real_2625,179813,TRUE
real_2629,205069,TRUE
real_1342,189332,TRUE
real_1353,189511,TRUE
real_1334,181872,TRUE
real_1920,231478,TRUE
real_1929,192505,TRUE
real_314,188567,TRUE
real_998,180403,TRUE
real_906,193290,TRUE
real_2337,215061,TRUE
real_120,225692,TRUE
real_209,241538,TRUE
real_236,241854,TRUE
real_282,224415,TRUE
real_410,207645,TRUE
real_660,229237,TRUE
real_775,199904,TRUE
real_1372,212120,TRUE
real_1546,246078,TRUE
real_1768,204830,TRUE
real_1876,237629,TRUE
real_1937,210008,TRUE
real_1955,206058,TRUE
real_2064,224715,TRUE
real_2101,165109,TRUE
real_2169,236331,TRUE
real_2354,163705,TRUE
real_2731,190778,TRUE
real_3266,222077,TRUE
real_3593,233791,TRUE
real_3880,211327,TRUE
real_3942,222844,TRUE
real_2096,211176,TRUE
real_2805,207791,TRUE
real_2915,170941,TRUE
real_3433,176580,FALSE
real_3440,231747,FALSE
real_3446,190460,FALSE
real_3472,178562,FALSE
real_3479,198329,FALSE
real_3556,192593,FALSE
real_1031,177457,FALSE
real_1064,223959,FALSE
real_1666,208448,FALSE
real_1682,178311,FALSE
real_1698,170797,FALSE
real_2342,230431,FALSE
real_2824,227476,FALSE
real_2836,225161,FALSE
real_2902,221342,FALSE
real_3124,215792,FALSE
real_2504,226711,FALSE
real_2503,236696,FALSE
real_2526,215914,FALSE
real_588,242545,FALSE
real_594,241522,FALSE
real_601,240500,FALSE
real_632,200061,FALSE
real_2138,219774,FALSE
real_2146,230412,FALSE
real_2168,211982,FALSE
real_2230,244751,FALSE
real_2298,197907,FALSE
real_2303,193557,FALSE
real_2317,236313,FALSE
real_2338,199197,FALSE
real_2349,243749,FALSE
real_2386,187176,FALSE
real_2397,208691,FALSE
real_2456,235574,FALSE
real_2529,242744,FALSE
real_2677,187722,FALSE
real_2724,238929,FALSE
real_100,203862,FALSE
real_271,223852,FALSE
real_297,238978,FALSE
real_303,191874,FALSE
real_313,225927,FALSE
real_333,229513,FALSE
real_367,207510,FALSE
real_851,233639,FALSE
real_864,237756,FALSE
real_917,159168,FALSE
real_995,232901,FALSE
real_1006,212170,FALSE
real_2081,110019,FALSE
real_2098,243402,FALSE
real_2506,198350,FALSE
real_2581,200607,FALSE
real_3087,153260,FALSE
real_3379,219411,FALSE
real_3787,210711,FALSE
real_4049,237848,FALSE
real_873,236573,FALSE
real_848,160295,FALSE
real_532,206142,FALSE
real_481,212041,FALSE
real_1136,229750,FALSE
real_1306,241055,FALSE
real_1467,245398,FALSE
real_1825,245089,FALSE
real_2450,243196,FALSE
real_3331,241577,FALSE
real_3565,244824,FALSE
real_3613,240096,FALSE
real_3789,199101,FALSE
real_4051,239191,FALSE
real_4113,122718,FALSE
real_4358,191637,FALSE
real_4382,232118,FALSE
real_2623,183898,TRUE
real_2630,202166,TRUE
real_2866,173731,TRUE
real_2871,232432,TRUE
real_2874,220834,TRUE
real_2190,212831,TRUE
real_2207,231281,TRUE
real_2266,210257,TRUE
real_2267,135507,TRUE
real_653,233049,TRUE
real_296,193301,TRUE
real_301,179944,TRUE
real_2271,203574,TRUE
real_2272,192985,TRUE
real_2265,168542,TRUE
real_123,211826,TRUE
real_360,229582,TRUE
real_375,210828,TRUE
real_575,223061,TRUE
real_682,210324,TRUE
real_774,236548,TRUE
real_815,182761,TRUE
real_871,188334,TRUE
real_903,207624,TRUE
real_1055,213486,TRUE
real_928,230021,TRUE
real_1093,240530,TRUE
real_1187,206553,TRUE
real_1409,192358,TRUE
real_1479,221562,TRUE
real_3145,213655,FALSE
real_3506,208330,FALSE
real_3515,206058,FALSE
real_3538,204819,FALSE
real_3548,199986,FALSE
real_4000,198513,FALSE
real_4294,196934,FALSE
real_4299,186302,FALSE
real_4407,186581,FALSE
real_4384,169706,FALSE
real_3449,213614,FALSE
real_3443,211056,FALSE
real_3243,232811,FALSE
real_3240,223857,FALSE
real_3197,223610,FALSE
real_1486,220030,FALSE
real_1508,211845,FALSE
real_1569,244365,FALSE
real_1609,222620,FALSE
real_1703,214762,FALSE
real_1788,187455,FALSE
real_1870,241363,FALSE
real_2070,199658,FALSE
real_2204,200955,FALSE
real_2347,223557,FALSE
real_2429,238446,FALSE
real_1013,228526,FALSE
real_1111,193754,FALSE
real_1196,244998,FALSE
real_1384,235600,FALSE
